Transect,Collection_Period,Trail_Width,Measurement_Point,Depth_Measurement,,,,,,,,,,,,,,,,,,,,,
44,Fall,100,170,13,,,,,,,,,,,,,,,,,,,,,
44,Fall,100,180,16,,,,,,,,,,,,,,,,,,,,,
44,Fall,100,190,17,,,,,,,,,,,,,,,,,,,,,
44,Fall,100,200,20,,,,,,,,,,,,,,,,,,,,,
45,Fall,70,120,0,,,,,,,,,,,,,,,,,,,,,
45,Fall,70,130,1.5,,,,,,,,,,,,,,,,,,,,,
45,Fall,70,140,2.5,,,,,,,,,,,,,,,,,,,,,
45,Fall,70,150,5,,,,,,,,,,,,,,,,,,,,,
45,Fall,70,160,7,,,,,,,,,,,,,,,,,,,,,
45,Fall,70,170,7.5,,,,,,,,,,,,,,,,,,,,,
45,Fall,70,180,9,,,,,,,,,,,,,,,,,,,,,
45,Fall,70,190,12,,,,,,,,,,,,,,,,,,,,,
46,Fall,70,120,0,,,,,,,,,,,,,,,,,,,,,
46,Fall,70,130,2,,,,,,,,,,,,,,,,,,,,,
46,Fall,70,140,3.5,,,,,,,,,,,,,,,,,,,,,
46,Fall,70,150,4,,,,,,,,,,,,,,,,,,,,,
46,Fall,70,160,4,,,,,,,,,,,,,,,,,,,,,
46,Fall,70,170,5.5,,,,,,,,,,,,,,,,,,,,,
46,Fall,70,180,5.5,,,,,,,,,,,,,,,,,,,,,
46,Fall,70,190,6.5,,,,,,,,,,,,,,,,,,,,,
46,Fall,70,200,8,,,,,,,,,,,,,,,,,,,,,
47,Fall,60,100,0,,,,,,,,,,,,,,,,,,,,,
47,Fall,60,110,1.5,,,,,,,,,,,,,,,,,,,,,
47,Fall,60,120,3,,,,,,,,,,,,,,,,,,,,,
47,Fall,60,130,4,,,,,,,,,,,,,,,,,,,,,
47,Fall,60,140,3,,,,,,,,,,,,,,,,,,,,,
47,Fall,60,150,2,,,,,,,,,,,,,,,,,,,,,
47,Fall,60,160,2.5,,,,,,,,,,,,,,,,,,,,,
48,Fall,60,120,0,,,,,,,,,,,,,,,,,,,,,
48,Fall,60,130,1,,,,,,,,,,,,,,,,,,,,,
48,Fall,60,140,2,,,,,,,,,,,,,,,,,,,,,
48,Fall,60,150,2.5,,,,,,,,,,,,,,,,,,,,,
48,Fall,60,160,3,,,,,,,,,,,,,,,,,,,,,
48,Fall,60,170,3,,,,,,,,,,,,,,,,,,,,,
48,Fall,60,180,2.5,,,,,,,,,,,,,,,,,,,,,
49,Fall,100,240,0,,,,,,,,,,,,,,,,,,,,,
49,Fall,100,250,2,,,,,,,,,,,,,,,,,,,,,
49,Fall,100,260,5.5,,,,,,,,,,,,,,,,,,,,,
49,Fall,100,270,9,,,,,,,,,,,,,,,,,,,,,
49,Fall,100,280,12,,,,,,,,,,,,,,,,,,,,,
49,Fall,100,290,14.5,,,,,,,,,,,,,,,,,,,,,
49,Fall,100,300,13.5,,,,,,,,,,,,,,,,,,,,,
49,Fall,100,310,11,,,,,,,,,,,,,,,,,,,,,
49,Fall,100,320,12.5,,,,,,,,,,,,,,,,,,,,,
49,Fall,100,330,12.5,,,,,,,,,,,,,,,,,,,,,
49,Fall,100,340,11,,,,,,,,,,,,,,,,,,,,,
50,Fall,140,120,0,,,,,,,,,,,,,,,,,,,,,
50,Fall,140,130,0,,,,,,,,,,,,,,,,,,,,,
50,Fall,140,140,0.5,,,,,,,,,,,,,,,,,,,,,
50,Fall,140,150,0,,,,,,,,,,,,,,,,,,,,,
50,Fall,140,160,0.5,,,,,,,,,,,,,,,,,,,,,
50,Fall,140,170,0,,,,,,,,,,,,,,,,,,,,,
50,Fall,140,180,0,,,,,,,,,,,,,,,,,,,,,
50,Fall,140,190,-0.5,,,,,,,,,,,,,,,,,,,,,
50,Fall,140,200,-2,,,,,,,,,,,,,,,,,,,,,
50,Fall,140,210,-2.5,,,,,,,,,,,,,,,,,,,,,
50,Fall,140,220,-4.5,,,,,,,,,,,,,,,,,,,,,
50,Fall,140,230,-6,,,,,,,,,,,,,,,,,,,,,
50,Fall,140,240,-6,,,,,,,,,,,,,,,,,,,,,
50,Fall,140,250,-8,,,,,,,,,,,,,,,,,,,,,
50,Fall,140,260,-8,,,,,,,,,,,,,,,,,,,,,
51,Fall,120,140,0,,,,,,,,,,,,,,,,,,,,,
51,Fall,120,150,1,,,,,,,,,,,,,,,,,,,,,
51,Fall,120,160,0.5,,,,,,,,,,,,,,,,,,,,,
51,Fall,120,170,1.5,,,,,,,,,,,,,,,,,,,,,
51,Fall,120,180,1.5,,,,,,,,,,,,,,,,,,,,,
51,Fall,120,190,3,,,,,,,,,,,,,,,,,,,,,
51,Fall,120,200,5,,,,,,,,,,,,,,,,,,,,,
51,Fall,120,210,6.5,,,,,,,,,,,,,,,,,,,,,
51,Fall,120,220,7,,,,,,,,,,,,,,,,,,,,,
51,Fall,120,230,7,,,,,,,,,,,,,,,,,,,,,
51,Fall,120,240,7.5,,,,,,,,,,,,,,,,,,,,,
51,Fall,120,250,7.5,,,,,,,,,,,,,,,,,,,,,
51,Fall,120,260,8,,,,,,,,,,,,,,,,,,,,,
52,Fall,80,320,0,,,,,,,,,,,,,,,,,,,,,
52,Fall,80,330,-2.5,,,,,,,,,,,,,,,,,,,,,
52,Fall,80,340,-8,,,,,,,,,,,,,,,,,,,,,
52,Fall,80,350,-13.5,,,,,,,,,,,,,,,,,,,,,
52,Fall,80,360,-17.5,,,,,,,,,,,,,,,,,,,,,
52,Fall,80,370,-26,,,,,,,,,,,,,,,,,,,,,
52,Fall,80,380,-34.5,,,,,,,,,,,,,,,,,,,,,
52,Fall,80,390,-38,,,,,,,,,,,,,,,,,,,,,
52,Fall,80,400,-38.5,,,,,,,,,,,,,,,,,,,,,
53,Fall,100,130,0,,,,,,,,,,,,,,,,,,,,,
53,Fall,100,140,1,,,,,,,,,,,,,,,,,,,,,
53,Fall,100,150,3.5,,,,,,,,,,,,,,,,,,,,,
53,Fall,100,160,4,,,,,,,,,,,,,,,,,,,,,
53,Fall,100,170,5.5,,,,,,,,,,,,,,,,,,,,,
53,Fall,100,180,6.5,,,,,,,,,,,,,,,,,,,,,
53,Fall,100,190,7.5,,,,,,,,,,,,,,,,,,,,,
53,Fall,100,200,8.5,,,,,,,,,,,,,,,,,,,,,
53,Fall,100,210,10,,,,,,,,,,,,,,,,,,,,,
53,Fall,100,220,10,,,,,,,,,,,,,,,,,,,,,
53,Fall,100,230,10,,,,,,,,,,,,,,,,,,,,,
54,Fall,110,100,0,,,,,,,,,,,,,,,,,,,,,
54,Fall,110,110,5.5,,,,,,,,,,,,,,,,,,,,,
54,Fall,110,120,13.5,,,,,,,,,,,,,,,,,,,,,
54,Fall,110,130,19.5,,,,,,,,,,,,,,,,,,,,,
54,Fall,110,140,24,,,,,,,,,,,,,,,,,,,,,
54,Fall,110,150,31,,,,,,,,,,,,,,,,,,,,,
54,Fall,110,160,34.5,,,,,,,,,,,,,,,,,,,,,
54,Fall,110,170,38.5,,,,,,,,,,,,,,,,,,,,,
54,Fall,110,180,42.5,,,,,,,,,,,,,,,,,,,,,
54,Fall,110,190,48.5,,,,,,,,,,,,,,,,,,,,,
54,Fall,110,200,55.5,,,,,,,,,,,,,,,,,,,,,
54,Fall,110,210,60,,,,,,,,,,,,,,,,,,,,,
55,Fall,70,140,0,,,,,,,,,,,,,,,,,,,,,
55,Fall,70,150,-4.5,,,,,,,,,,,,,,,,,,,,,
55,Fall,70,160,-9,,,,,,,,,,,,,,,,,,,,,
55,Fall,70,170,-14.5,,,,,,,,,,,,,,,,,,,,,
55,Fall,70,180,-17.5,,,,,,,,,,,,,,,,,,,,,
55,Fall,70,190,-24.5,,,,,,,,,,,,,,,,,,,,,
55,Fall,70,200,-25,,,,,,,,,,,,,,,,,,,,,
55,Fall,70,210,-33.5,,,,,,,,,,,,,,,,,,,,,
56,Fall,120,150,0,,,,,,,,,,,,,,,,,,,,,
56,Fall,120,160,0.5,,,,,,,,,,,,,,,,,,,,,
56,Fall,120,170,1.5,,,,,,,,,,,,,,,,,,,,,
56,Fall,120,180,2,,,,,,,,,,,,,,,,,,,,,
56,Fall,120,190,3,,,,,,,,,,,,,,,,,,,,,
56,Fall,120,200,4.5,,,,,,,,,,,,,,,,,,,,,
56,Fall,120,210,7,,,,,,,,,,,,,,,,,,,,,
56,Fall,120,220,7,,,,,,,,,,,,,,,,,,,,,
56,Fall,120,230,8,,,,,,,,,,,,,,,,,,,,,
56,Fall,120,240,8,,,,,,,,,,,,,,,,,,,,,
56,Fall,120,250,9,,,,,,,,,,,,,,,,,,,,,
56,Fall,120,260,9,,,,,,,,,,,,,,,,,,,,,
56,Fall,120,270,10,,,,,,,,,,,,,,,,,,,,,
57,Fall,100,190,0,,,,,,,,,,,,,,,,,,,,,
57,Fall,100,200,1.5,,,,,,,,,,,,,,,,,,,,,
57,Fall,100,210,1,,,,,,,,,,,,,,,,,,,,,
57,Fall,100,220,1,,,,,,,,,,,,,,,,,,,,,
57,Fall,100,230,1.5,,,,,,,,,,,,,,,,,,,,,
57,Fall,100,240,2,,,,,,,,,,,,,,,,,,,,,
57,Fall,100,250,3.5,,,,,,,,,,,,,,,,,,,,,
57,Fall,100,260,4,,,,,,,,,,,,,,,,,,,,,
57,Fall,100,270,4,,,,,,,,,,,,,,,,,,,,,
57,Fall,100,280,4.5,,,,,,,,,,,,,,,,,,,,,
57,Fall,100,290,5,,,,,,,,,,,,,,,,,,,,,
58,Fall,80,80,0,,,,,,,,,,,,,,,,,,,,,
58,Fall,80,90,1.5,,,,,,,,,,,,,,,,,,,,,
58,Fall,80,100,2.5,,,,,,,,,,,,,,,,,,,,,
58,Fall,80,110,5,,,,,,,,,,,,,,,,,,,,,
58,Fall,80,120,7,,,,,,,,,,,,,,,,,,,,,
58,Fall,80,130,7.5,,,,,,,,,,,,,,,,,,,,,
58,Fall,80,140,10.5,,,,,,,,,,,,,,,,,,,,,
58,Fall,80,150,11.5,,,,,,,,,,,,,,,,,,,,,
58,Fall,80,160,12.5,,,,,,,,,,,,,,,,,,,,,
59,Fall,60,100,0,,,,,,,,,,,,,,,,,,,,,
59,Fall,60,110,1.5,,,,,,,,,,,,,,,,,,,,,
59,Fall,60,120,2.5,,,,,,,,,,,,,,,,,,,,,
59,Fall,60,130,3,,,,,,,,,,,,,,,,,,,,,
59,Fall,60,140,5,,,,,,,,,,,,,,,,,,,,,
59,Fall,60,150,4,,,,,,,,,,,,,,,,,,,,,
59,Fall,60,160,4,,,,,,,,,,,,,,,,,,,,,
60,Fall,60,200,0,,,,,,,,,,,,,,,,,,,,,
60,Fall,60,210,2.5,,,,,,,,,,,,,,,,,,,,,
60,Fall,60,220,2.5,,,,,,,,,,,,,,,,,,,,,
60,Fall,60,230,4,,,,,,,,,,,,,,,,,,,,,
60,Fall,60,240,4.5,,,,,,,,,,,,,,,,,,,,,
60,Fall,60,250,5.5,,,,,,,,,,,,,,,,,,,,,
60,Fall,60,260,5.5,,,,,,,,,,,,,,,,,,,,,
62,Fall,90,190,0,,,,,,,,,,,,,,,,,,,,,
62,Fall,90,200,5,,,,,,,,,,,,,,,,,,,,,
62,Fall,90,210,2.5,,,,,,,,,,,,,,,,,,,,,
62,Fall,90,220,5.5,,,,,,,,,,,,,,,,,,,,,
62,Fall,90,230,8,,,,,,,,,,,,,,,,,,,,,
62,Fall,90,240,7.5,,,,,,,,,,,,,,,,,,,,,
62,Fall,90,250,5,,,,,,,,,,,,,,,,,,,,,
62,Fall,90,260,7,,,,,,,,,,,,,,,,,,,,,
62,Fall,90,270,4.5,,,,,,,,,,,,,,,,,,,,,
62,Fall,90,280,7,,,,,,,,,,,,,,,,,,,,,
63,Fall,150,130,0,,,,,,,,,,,,,,,,,,,,,
63,Fall,150,140,0.5,,,,,,,,,,,,,,,,,,,,,
63,Fall,150,150,0,,,,,,,,,,,,,,,,,,,,,
63,Fall,150,160,1,,,,,,,,,,,,,,,,,,,,,
63,Fall,150,170,1,,,,,,,,,,,,,,,,,,,,,
63,Fall,150,180,0.5,,,,,,,,,,,,,,,,,,,,,
63,Fall,150,190,2.5,,,,,,,,,,,,,,,,,,,,,
63,Fall,150,200,3,,,,,,,,,,,,,,,,,,,,,
64,Fall,130,130,0,,,,,,,,,,,,,,,,,,,,,
64,Fall,130,140,0,,,,,,,,,,,,,,,,,,,,,
64,Fall,130,150,2,,,,,,,,,,,,,,,,,,,,,
64,Fall,130,160,2,,,,,,,,,,,,,,,,,,,,,
64,Fall,130,170,2,,,,,,,,,,,,,,,,,,,,,
64,Fall,130,180,2,,,,,,,,,,,,,,,,,,,,,
64,Fall,130,190,2,,,,,,,,,,,,,,,,,,,,,
64,Fall,130,200,3,,,,,,,,,,,,,,,,,,,,,
64,Fall,130,210,3,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
